OBJECTID,WHO_REGION,ISO_2_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,STARTDATE,ENDDATE,ISO_3_CODE,WHO_CODE,ADM3_ALTNA,ADM3_ALTCO,LVL,WHO_STATUS,UN_CODE,UNICEF_REG,CENTER_LON,CENTER_LAT,ADM3_VIZ_N,ADM2_VIZ_N,ADM1_VIZ_N,GUID,ADM2_GUID,ADM1_GUID,ADM0_GUID,NOTES,GlobalID,Shape_Leng,Shape_Area
130,AFRO,LR,JUARZON,SINOE,SINOE,LIBERIA,LR001015001008000000,LR001015001000000000,LR001015000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.90729337000,5.33366736000,Juarzon,Sinoe,Sinoe,{983620F2-B792-4D55-A04B-6855D60D794F},{BFE75F8A-3C58-49CF-B5CB-1E660B2A27D1},{C68FFD59-CDDA-4097-A724-2445E9B4B7E9},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{269080D9-BEB7-4A3F-B969-064F6E734FFC},0.76122864724,0.01626794563
131,AFRO,LR,KPAYAN,SINOE,SINOE,LIBERIA,LR001015001009000000,LR001015001000000000,LR001015000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.81203058000,5.11478085000,Kpayan,Sinoe,Sinoe,{5FF06F1E-825F-4ED8-A73B-5A81F6785544},{BFE75F8A-3C58-49CF-B5CB-1E660B2A27D1},{C68FFD59-CDDA-4097-A724-2445E9B4B7E9},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{E01AC33B-0079-4EDA-A0D6-F5B9D3F331CF},1.56620015457,0.08189785158
132,AFRO,LR,KULU SHAW BOE,SINOE,SINOE,LIBERIA,LR001015001010000000,LR001015001000000000,LR001015000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.99735047000,5.57162015000,Kulu Shaw Boe,Sinoe,Sinoe,{2572263F-FBEC-4A57-AE9D-50D625D2C9E4},{BFE75F8A-3C58-49CF-B5CB-1E660B2A27D1},{C68FFD59-CDDA-4097-A724-2445E9B4B7E9},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{31894712-5639-43FC-A841-8320126DD499},1.86118277425,0.10820090249
133,AFRO,LR,PLAHN NYARN,SINOE,SINOE,LIBERIA,LR001015001011000000,LR001015001000000000,LR001015000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-9.01565970000,5.31060404000,Plahn Nyarn,Sinoe,Sinoe,{83C33EFB-8B01-45FF-AD70-D277D24E77C7},{BFE75F8A-3C58-49CF-B5CB-1E660B2A27D1},{C68FFD59-CDDA-4097-A724-2445E9B4B7E9},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{656CA8EE-5D2B-4E72-9C84-1496C2C828E0},0.83079542619,0.02285599253
134,AFRO,LR,PYNES TOWN,SINOE,SINOE,LIBERIA,LR001015001012000000,LR001015001000000000,LR001015000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.55333257000,5.56372087000,Pynes Town,Sinoe,Sinoe,{62B34D2B-897E-4D6E-A214-CC0CBD652BBB},{BFE75F8A-3C58-49CF-B5CB-1E660B2A27D1},{C68FFD59-CDDA-4097-A724-2445E9B4B7E9},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{0927F7C4-F9A9-45DD-8022-92235173DE9E},1.36837625416,0.06333993086
135,AFRO,LR,SANQUIN DIST# 1,SINOE,SINOE,LIBERIA,LR001015001013000000,LR001015001000000000,LR001015000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-9.20530829000,5.49147739000,Sanquin District 1,Sinoe,Sinoe,{84CEEB34-DDE4-4D7A-9F06-35C7F0DD1222},{BFE75F8A-3C58-49CF-B5CB-1E660B2A27D1},{C68FFD59-CDDA-4097-A724-2445E9B4B7E9},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM3_VIZ_NAME: Updated Duplicate Number,{A81D5166-3C18-4D97-90B8-4FFBC80D98A5},0.78997898713,0.02989716317
136,AFRO,LR,SANQUIN DIST# 3,SINOE,SINOE,LIBERIA,LR001015001014000000,LR001015001000000000,LR001015000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-9.29516575000,5.29645375000,Sanquin District 3,Sinoe,Sinoe,{E4356F5D-2543-4423-9F44-E58FC2DB48FC},{BFE75F8A-3C58-49CF-B5CB-1E660B2A27D1},{C68FFD59-CDDA-4097-A724-2445E9B4B7E9},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM3_VIZ_NAME: Updated Duplicate Number,{E5530216-87F8-4069-9C12-403E4856A764},1.02282113316,0.03679925882
137,AFRO,LR,SANQUIN DIST#2,SINOE,SINOE,LIBERIA,LR001015001015000000,LR001015001000000000,LR001015000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-9.17718681000,5.21688117000,Sanquin District 2,Sinoe,Sinoe,{751FB2EF-681B-4C60-BB20-7490DA553A3D},{BFE75F8A-3C58-49CF-B5CB-1E660B2A27D1},{C68FFD59-CDDA-4097-A724-2445E9B4B7E9},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM3_VIZ_NAME: Updated Duplicate Number,{D662F58D-43EF-4A61-9B2D-BEB0F76A2E07},0.78140539154,0.02553693415
138,AFRO,LR,SEEKON,SINOE,SINOE,LIBERIA,LR001015001016000000,LR001015001000000000,LR001015000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.64556197000,5.65526667000,Seekon,Sinoe,Sinoe,{4F6491CE-1902-4C46-9E64-500A5E13F5A4},{BFE75F8A-3C58-49CF-B5CB-1E660B2A27D1},{C68FFD59-CDDA-4097-A724-2445E9B4B7E9},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{382AFCC2-218E-4547-8B4B-BE466B815BCE},1.97812266878,0.07614575256
139,AFRO,LR,WEDJAH,SINOE,SINOE,LIBERIA,LR001015001017000000,LR001015001000000000,LR001015000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,3,Member state,430,WCARO,-8.79903819000,5.31741353000,Wedjah,Sinoe,Sinoe,{795B7F0A-CD38-40AC-9896-347F2C77A7F3},{BFE75F8A-3C58-49CF-B5CB-1E660B2A27D1},{C68FFD59-CDDA-4097-A724-2445E9B4B7E9},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},,{20228368-3067-4B42-905B-902DA996E1A0},1.38910947745,0.05115809407
140,AFRO,SL,BADJIA,BO,SOUTHERN,SIERRA LEONE,SL001003001001000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030101,3,Member state,694,WCARO,-11.42139685000,8.09095586000,Badjia,Bo,Southern,{87BC87EB-B9E6-4596-8D3F-7D8AF2972256},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{B092053F-A046-4C0D-9747-38075C511CA2},0.62407323405,0.01577483934
141,AFRO,SL,BAGBO,BO,SOUTHERN,SIERRA LEONE,SL001003001002000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030102,3,Member state,694,WCARO,-11.85871019000,7.59717080000,Bagbo,Bo,Southern,{3FC2F145-13E6-43A7-91A5-0B8F4E656FAE},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{600F39DE-B191-41F5-A94C-50CFD7688A19},0.90406336855,0.02259177700
142,AFRO,SL,BAGBWE(BAGBE),BO,SOUTHERN,SIERRA LEONE,SL001003001003000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030103,3,Member state,694,WCARO,-11.53267507000,8.07914085000,Bagbwe (Bagbe),Bo,Southern,{6D71631B-883C-43BF-AC11-D16E26690D1F},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM3_VIZ_NAME: Added Space,{A5135D88-BFF3-4FB3-8FAA-B0F509F520DE},0.73193883475,0.01902176956
143,AFRO,SL,BO TOWN,BO,SOUTHERN,SIERRA LEONE,SL001003001004000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,3,Member state,694,WCARO,-11.73494558000,7.95852238000,Bo Town,Bo,Southern,{DC642D2F-ED6A-4288-8CCC-BC16B413428C},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{42021996-1726-4035-BCC9-C17A4FF1D2CB},0.20109595960,0.00192744235
144,AFRO,SL,BOAMA,BO,SOUTHERN,SIERRA LEONE,SL001003001005000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030104,3,Member state,694,WCARO,-11.48520348000,7.93463546000,Boama,Bo,Southern,{6FEF196E-0A6E-41E8-8851-FBD0B73F2C1D},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{3D7EF841-8F90-443A-A76C-5BD0E375E8CB},1.19504224740,0.03259812441
145,AFRO,SL,BUMPE NGAO,BO,SOUTHERN,SIERRA LEONE,SL001003001006000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030105,3,Member state,694,WCARO,-12.00418727000,7.84977017000,Bumpe Ngao,Bo,Southern,{39F7CBB1-CED3-4F0B-B7BC-08C3AC54431B},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{42907352-93AA-407B-A900-570E11963F06},1.23232040335,0.07728575004
146,AFRO,SL,GBO,BO,SOUTHERN,SIERRA LEONE,SL001003001007000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030106,3,Member state,694,WCARO,-11.84267265000,8.08136418000,Gbo,Bo,Southern,{E48B09ED-1D26-4E45-B355-DF0EF16E06BF},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{438D6838-9E7B-4DEA-900E-C393BD831BEB},0.53751155432,0.01557958121
147,AFRO,SL,JAIAMA BONGOR,BO,SOUTHERN,SIERRA LEONE,SL001003001008000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030107,3,Member state,694,WCARO,-11.62490887000,7.76759845000,Jaiama Bongor,Bo,Southern,{F4282A70-13C8-4DE8-A5F0-1D0D806CAF70},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{0132FB39-F9C5-4813-AA61-2D1E57BEF8A8},0.98588047612,0.03609012808
148,AFRO,SL,KAKUA,BO,SOUTHERN,SIERRA LEONE,SL001003001009000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030108,3,Member state,694,WCARO,-11.67102490000,7.98077195000,Kakua,Bo,Southern,{160584DF-D3D5-4A7F-B9C6-99AF79DF7769},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{45276B32-01CB-4BC3-BBBA-24D7A24565C4},0.97250584319,0.02751412012
149,AFRO,SL,KOMBOYA,BO,SOUTHERN,SIERRA LEONE,SL001003001010000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030109,3,Member state,694,WCARO,-11.48975192000,8.24515829000,Komboya,Bo,Southern,{41CF3B89-932E-4041-B6AB-428826B70124},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{3D7895D4-1D59-4CF5-9F62-11D5F70E4F5F},0.71208696406,0.02026320713
150,AFRO,SL,NIAWA LENGA,BO,SOUTHERN,SIERRA LEONE,SL001003001012000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030111,3,Member state,694,WCARO,-11.62090240000,8.13849605000,Niawa Lenga,Bo,Southern,{A49E7E0F-5749-4BC1-A4C6-2EBEAF45A0F0},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{C930A99C-1EAF-406C-A929-4EB1C684B555},0.85580638044,0.01973444236
151,AFRO,SL,SELENGA,BO,SOUTHERN,SIERRA LEONE,SL001003001013000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030112,3,Member state,694,WCARO,-11.72893722000,8.11497666000,Selenga,Bo,Southern,{19B9A3FB-0D77-408B-8348-1FEA0FF87979},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{F679F6CD-0C18-4967-9E0F-4C80706B0E84},0.40367687580,0.00793047597
152,AFRO,SL,TIKONKO,BO,SOUTHERN,SIERRA LEONE,SL001003001014000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030113,3,Member state,694,WCARO,-11.79055666000,7.85509416000,Tikonko,Bo,Southern,{782AE649-775B-48A2-A480-88C2FB11481E},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{5FDDE9DC-2945-4349-9300-71803B55764B},1.17009170205,0.04161401990
153,AFRO,SL,VALUNIA,BO,SOUTHERN,SIERRA LEONE,SL001003001015000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030114,3,Member state,694,WCARO,-11.68200624000,8.31766495000,Valunia,Bo,Southern,{241DAC84-A673-4B45-84E1-B1418A7D6AD8},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{CFCC558D-67A3-4FD5-993E-40408597122B},1.35264839962,0.06760885513
154,AFRO,SL,WONDE,BO,SOUTHERN,SIERRA LEONE,SL001003001016000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030115,3,Member state,694,WCARO,-11.54772611000,7.69721686000,Wonde,Bo,Southern,{0DC89604-16AD-410F-8E9B-4A5A078D0D03},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{A669863C-C49B-4E29-A487-3BF09C03626C},1.08437680943,0.02192140187
155,AFRO,SL,BIRIWA,BOMBALI,NORTHERN,SIERRA LEONE,SL001002001001000000,SL001002001000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020101,3,Member state,694,WCARO,-11.92119154000,9.25943732000,Biriwa,Bombali,Northern,{C5798F19-3C5D-4B25-BAF8-7D947544D8CC},{7E1CB444-4166-408D-ABE1-F5850FED7570},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{AB2A2621-AEA0-48C2-92A5-08A283BB64E5},1.90010100650,0.07305656183
156,AFRO,SL,BOMBALI SEBORA,BOMBALI,NORTHERN,SIERRA LEONE,SL001002001002000000,SL001002001000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020102,3,Member state,694,WCARO,-12.07694170000,8.76881993000,Bombali Sebora,Bombali,Northern,{525ABE7F-A360-4C24-9848-A1DC14BCC7BE},{7E1CB444-4166-408D-ABE1-F5850FED7570},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{CE105885-3B0A-429A-BC1B-4B61119CA9B8},0.86246634156,0.02144360815
157,AFRO,SL,GBANTI KAMARANK,BOMBALI,NORTHERN,SIERRA LEONE,SL001002001003000000,SL001002001000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020103,3,Member state,694,WCARO,-12.29281257000,9.28728711000,Gbanti Kamarank,Bombali,Northern,{6666D6C2-35B6-420D-924C-E6A5AFD425E4},{7E1CB444-4166-408D-ABE1-F5850FED7570},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{614F268B-24CA-47C6-88FD-D8060F943095},1.08672417552,0.03282655211
158,AFRO,SL,GBENDEMBU NGOWA,BOMBALI,NORTHERN,SIERRA LEONE,SL001002001004000000,SL001002001000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020104,3,Member state,694,WCARO,-12.17500673000,9.06730334000,Gbendembu Ngowa,Bombali,Northern,{66FFCA8C-AEB3-4EE6-97F7-40EB54F465A0},{7E1CB444-4166-408D-ABE1-F5850FED7570},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{1A7D9FF8-EE26-4B29-89C6-2816C2764BD3},1.63434879172,0.06490532264
159,AFRO,SL,LIBEISAYGAHUN,BOMBALI,NORTHERN,SIERRA LEONE,SL001002001005000000,SL001002001000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020105,3,Member state,694,WCARO,-12.42878422000,9.00427924000,Libeisaygahun,Bombali,Northern,{C7D9B4CF-44FD-47F4-ABF6-C0C709469A87},{7E1CB444-4166-408D-ABE1-F5850FED7570},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{3319BA29-CC8B-43EC-9684-742C43E1BD6B},1.28073477699,0.03426807639
160,AFRO,SL,MAGBAIMBA NDORH,BOMBALI,NORTHERN,SIERRA LEONE,SL001002001006000000,SL001002001000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020106,3,Member state,694,WCARO,-12.06150041000,9.29124820000,Magbaimba Ndorh,Bombali,Northern,{73197AF6-7E94-49F1-8A99-860FEE73E504},{7E1CB444-4166-408D-ABE1-F5850FED7570},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{74D46600-0202-4082-9F49-0E98C0CF3CD4},1.05741400248,0.02827294774
161,AFRO,SL,MAKARI GBANTI,BOMBALI,NORTHERN,SIERRA LEONE,SL001002001007000000,SL001002001000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020107,3,Member state,694,WCARO,-12.19406787000,8.85166430000,Makari Gbanti,Bombali,Northern,{F6B40DC5-8239-4C4E-AFD8-5330C4907960},{7E1CB444-4166-408D-ABE1-F5850FED7570},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{89BE94CA-7D2C-4DEF-B675-30DEBDEF756A},1.68296773552,0.05246608129
162,AFRO,SL,MAKENI TOWN,BOMBALI,NORTHERN,SIERRA LEONE,SL001002001008000000,SL001002001000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,3,Member state,694,WCARO,-12.04520153000,8.87911502000,Makeni Town,Bombali,Northern,{0427B646-4B7D-4117-B853-6ED75B67AEF4},{7E1CB444-4166-408D-ABE1-F5850FED7570},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{436B8476-1C7A-4F28-BA8F-9ED3E62821EE},0.17643452455,0.00137696903
163,AFRO,SL,PAKI MASABONG,BOMBALI,NORTHERN,SIERRA LEONE,SL001002001009000000,SL001002001000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020108,3,Member state,694,WCARO,-11.95009455000,8.80627440000,Paki Masabong,Bombali,Northern,{9F8DE0D3-8564-4640-9A53-04C7324F7BA3},{7E1CB444-4166-408D-ABE1-F5850FED7570},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{3B8C93F2-CF1D-4838-A42F-3D5688A0B8D1},0.89279685567,0.02172233332
164,AFRO,SL,SAFROKO LIMBA,BOMBALI,NORTHERN,SIERRA LEONE,SL001002001010000000,SL001002001000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020109,3,Member state,694,WCARO,-11.92356340000,9.00062041000,Safroko Limba,Bombali,Northern,{1DB5981D-FD4F-43C0-8583-F0A0CC2CDEC4},{7E1CB444-4166-408D-ABE1-F5850FED7570},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{2AAF7419-CA42-443C-8809-0BAB572C1B87},1.44287102157,0.03281676727
165,AFRO,SL,SANDA LOKO,BOMBALI,NORTHERN,SIERRA LEONE,SL001002001011000000,SL001002001000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020110,3,Member state,694,WCARO,-12.14334863000,9.42520955000,Sanda Loko,Bombali,Northern,{AFAC3D55-096A-403D-8FE7-D93DBA0C19DA},{7E1CB444-4166-408D-ABE1-F5850FED7570},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{EBBAC8BF-952A-4FD4-9C2D-AFD82C98FDDA},1.27319303870,0.04939540430
166,AFRO,SL,SANDA TENDARAN,BOMBALI,NORTHERN,SIERRA LEONE,SL001002001012000000,SL001002001000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020111,3,Member state,694,WCARO,-12.31120507000,9.16122862000,Sanda Tendaran,Bombali,Northern,{4C467113-64F4-4639-A7A1-2334AF33A64F},{7E1CB444-4166-408D-ABE1-F5850FED7570},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{11D91A8D-E094-434A-A17D-5354816ABA98},0.89728359454,0.02953244918
167,AFRO,SL,SELLA LIMBA,BOMBALI,NORTHERN,SIERRA LEONE,SL001002001013000000,SL001002001000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020112,3,Member state,694,WCARO,-12.25334294000,9.50721817000,Sella Limba,Bombali,Northern,{DA871962-C9E3-4F85-BE02-298B89F6416B},{7E1CB444-4166-408D-ABE1-F5850FED7570},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{EFA2E7E8-9BEE-44C0-9F24-089DBB95AD21},1.08860960341,0.03518918303
168,AFRO,SL,TAMBAKHA,BOMBALI,NORTHERN,SIERRA LEONE,SL001002001014000000,SL001002001000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020113,3,Member state,694,WCARO,-12.24367081000,9.73246405000,Tambakha,Bombali,Northern,{38C4B08D-D8E6-4DBE-90E1-BCA6E3263027},{7E1CB444-4166-408D-ABE1-F5850FED7570},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{35C40AF2-7B4F-464D-BD67-E7D7259DBF84},2.27389087429,0.19812145090
169,AFRO,SL,BENDU-CHA,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002001000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030201,3,Member state,694,WCARO,-12.38336834000,7.47330236000,Bendu-Cha,Bonthe,Southern,{457BFFD7-C993-4B60-9F07-C0B182B2780D},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{F7E35C11-4804-406D-A796-B03C78F9B369},0.59975478646,0.01918220164
170,AFRO,SL,BONTHE URBAN,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002002000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,3,Member state,694,WCARO,-12.50133699000,7.53259164000,Bonthe Urban,Bonthe,Southern,{B732676C-7313-445E-8CD1-028EAC78C954},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{1DFC88B9-47EE-46DE-B4E3-077BA2CDDC0F},0.31191696023,0.00123737605
171,AFRO,SL,BUM,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002003000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030202,3,Member state,694,WCARO,-11.96756958000,7.43433617000,Bum,Bonthe,Southern,{2D6C4A7A-A443-4F43-95A7-DA01DDD307C1},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{D4A89854-D3F1-4FC6-8694-628F9ACDB677},0.77232245718,0.03005956924
172,AFRO,SL,DEMA,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002004000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030203,3,Member state,694,WCARO,-12.89044262000,7.59340398000,Dema,Bonthe,Southern,{EE0550A0-7ED5-4F2A-B2C2-172C82CDB099},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{EF1F6405-7895-44BF-B6A5-88E6A7EFB4EE},1.24440284126,0.00718585863
173,AFRO,SL,IMPERRI,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002005000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030204,3,Member state,694,WCARO,-12.38555375000,7.66387061000,Imperri,Bonthe,Southern,{C17282A7-D51F-4226-9A9B-DC834D64CDB0},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{86DA528A-1A5D-4BD6-92CF-2646A30D3919},1.58258642566,0.05099046722
