OBJECTID,WHO_REGION,ISO_2_CODE,ADM4_NAME,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM4_CODE,ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,STARTDATE,ENDDATE,ISO_3_CODE,WHO_CODE,ADM4_ALTNA,ADM3_ALTCO,LVL,WHO_STATUS,UN_CODE,UNICEF_REG,CENTER_LON,CENTER_LAT,ADM4_VIZ_N,ADM3_VIZ_N,ADM2_VIZ_N,ADM1_VIZ_N,GUID,ADM3_GUID,ADM2_GUID,ADM1_GUID,ADM0_GUID,NOTES,GlobalID,Shape_Leng,Shape_Area
1,AFRO,SL,BAGOLLAY,YAKEMU KPUKUMU,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004012001000,SL001003004012000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.76856487000,7.19036888000,Bagollay,Yakemu Kpukumu,Pujehun,Southern,{404AAAC6-30F9-4061-80F5-BF59B4C4B86E},{81CDDD90-8D69-4FD6-B4E3-F4621B7696A9},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{6FE232F3-D50A-4943-A2CA-43DC5CD29D48},0.09662380084,0.00056111625
2,AFRO,SL,BAPAWA,YAKEMU KPUKUMU,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004012002000,SL001003004012000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.75513322000,7.26344634000,Bapawa,Yakemu Kpukumu,Pujehun,Southern,{441EE8F3-B0AC-4553-B5C5-792E9E497847},{81CDDD90-8D69-4FD6-B4E3-F4621B7696A9},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{A746E21F-421E-439E-AF66-79FD1890AE42},0.26673836479,0.00230214933
3,AFRO,SL,BATOWA,YAKEMU KPUKUMU,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004012003000,SL001003004012000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.66724618000,7.23934728000,Batowa,Yakemu Kpukumu,Pujehun,Southern,{3FA7800A-9F33-4D44-BADF-DC85A1FCDB1F},{81CDDD90-8D69-4FD6-B4E3-F4621B7696A9},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{D347FAB0-97FB-49F5-BF06-7051C82929D8},0.24706504960,0.00117106698
4,AFRO,SL,BEKOWA,YAKEMU KPUKUMU,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004012004000,SL001003004012000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.82943131000,7.24894964000,Bekowa,Yakemu Kpukumu,Pujehun,Southern,{B51C7046-9422-45BA-9954-B818F8E123CC},{81CDDD90-8D69-4FD6-B4E3-F4621B7696A9},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{80B55BD7-EABD-402F-A547-69C348C32DC2},0.10945857683,0.00054689392
5,AFRO,SL,DEYOMBO,YAKEMU KPUKUMU,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004012005000,SL001003004012000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.65394466000,7.23027107000,Deyombo,Yakemu Kpukumu,Pujehun,Southern,{26FC63CC-CD00-4FDC-87E1-4C718AB8151C},{81CDDD90-8D69-4FD6-B4E3-F4621B7696A9},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{60665ED0-E54C-45A8-9693-BF2E16DDE8DA},0.12128556652,0.00091082563
6,AFRO,SL,FORTUNE,YAKEMU KPUKUMU,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004012006000,SL001003004012000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.80629454000,7.22437504000,Fortune,Yakemu Kpukumu,Pujehun,Southern,{4008D8B2-81D4-4D2C-9A60-FF32A10328B4},{81CDDD90-8D69-4FD6-B4E3-F4621B7696A9},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{236EC08D-EE12-4C40-9EAD-97FDB9D1775B},0.14100405905,0.00073105350
7,AFRO,SL,KPUKUMU,YAKEMU KPUKUMU,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004012009000,SL001003004012000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.76240034000,7.22083414000,Kpukumu,Yakemu Kpukumu,Pujehun,Southern,{C5C6EDF8-672A-44C1-B9AC-C9CFA8DE1038},{81CDDD90-8D69-4FD6-B4E3-F4621B7696A9},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{E6B2A614-2F24-49FF-827E-A82598C9B514},0.35693801761,0.00244941529
8,AFRO,SL,SEIWOH,YAKEMU KPUKUMU,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004012010000,SL001003004012000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.82075722000,7.19891483000,Seiwoh,Yakemu Kpukumu,Pujehun,Southern,{ACCD2E71-065C-4B9E-97FF-4DCD38EC3226},{81CDDD90-8D69-4FD6-B4E3-F4621B7696A9},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{A8316577-E0F7-4AE9-B0D2-58CFF77BF23A},0.19468012991,0.00181404222
9,AFRO,SL,YABAI,YAKEMU KPUKUMU,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004012012000,SL001003004012000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.84886965000,7.23151629000,Yabai,Yakemu Kpukumu,Pujehun,Southern,{DCCBBD2E-AD02-4DF2-8558-A4A6BC1B8772},{81CDDD90-8D69-4FD6-B4E3-F4621B7696A9},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{3062A7CA-409A-4231-B54B-941DF651587B},0.18529128076,0.00160790012
10,AFRO,SL,MATHIRIE,KOYA,PORT LOKO,NORTHERN,SIERRA LEONE,SL001002004005013000,SL001002004005000000,SL001002004000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-12.91904310000,8.40308010000,Mathirie,Koya,Port Loko,Northern,{0398EAB6-CD3B-4175-9BE6-2D955C59B2C7},{9D1E3E89-5ECF-4223-AED1-7CD6F647C68F},{A28758B8-26B3-4838-9C28-37F59EAE608F},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{945E988D-E654-4FC3-833C-76E36AD82DFF},0.23352596345,0.00308977685
11,AFRO,SL,ROGBLA,BUREH KASSEH MA,PORT LOKO,NORTHERN,SIERRA LEONE,SL001002004001013000,SL001002004001000000,SL001002004000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-12.87052849000,8.85711063000,Rogbla,Bureh Kasseh Ma,Port Loko,Northern,{B9B271A1-B99B-4E29-A238-D38118DC5545},{309197DB-4D95-4073-A8DD-4C990D06B9D1},{A28758B8-26B3-4838-9C28-37F59EAE608F},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{C59F9443-BC7D-411D-B75F-0F45605E484C},0.23571390335,0.00167110184
12,AFRO,SL,BAKOI,PANGA KABONDE,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004007001000,SL001003004007000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.67944368000,7.45644041000,Bakoi,Panga Kabonde,Pujehun,Southern,{0D65DD59-F5C1-493F-A9A2-8E2BAC498920},{68690C5D-242F-4130-8DCB-8F40620A052A},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{02207681-ADC7-4DBB-964E-FE7719CF7EA0},0.35038101314,0.00440487183
13,AFRO,SL,JAKEMA II,GALLINESS PERRI,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004002007000,SL001003004002000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.56769671000,7.21130156000,Jakema 2,Galliness Perri,Pujehun,Southern,{F7E5DFCF-0C85-4813-8E54-1EFC35FF2579},{D97CCE57-1D98-4A2E-9B86-03725FFDF860},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM4_VIZ_NAME: Updated Duplicate Number,{D48368C0-A7AC-4C35-8B03-108015442D22},0.31713950810,0.00292084752
14,AFRO,SL,KEMO-BO,YAKEMU KPUKUMU,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004012007000,SL001003004012000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.74606960000,7.18428838000,Kemo-Bo,Yakemu Kpukumu,Pujehun,Southern,{36A339B1-A319-433F-8321-7EA66A932956},{81CDDD90-8D69-4FD6-B4E3-F4621B7696A9},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{8E047A83-2306-4629-8EAF-B8DEBB21FACB},0.12189196227,0.00089407916
15,AFRO,SL,BANYANDE,PANGA KABONDE,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004007002000,SL001003004007000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.83062455000,7.35961451000,Banyande,Panga Kabonde,Pujehun,Southern,{00F6B5B8-C1B9-451F-9699-9F45C074D4CD},{68690C5D-242F-4130-8DCB-8F40620A052A},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{D77110C6-DA79-41A9-85F6-601237B889E4},0.27678562454,0.00390045773
16,AFRO,SL,PELEGBULOR,GALLINESS PERRI,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004002013000,SL001003004002000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.57163522000,7.34176804000,Pelegbulor,Galliness Perri,Pujehun,Southern,{42726966-F770-4F85-B835-0DFD568ED96E},{D97CCE57-1D98-4A2E-9B86-03725FFDF860},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{27A75A08-FFA5-4320-97A4-DC3E2BA551E8},0.38539475138,0.00550695027
17,AFRO,SL,JASSENDE MASAOMA,KPAKA,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004003002000,SL001003004003000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.63139164000,7.21171722000,Jassende Masaoma,Kpaka,Pujehun,Southern,{9F093329-998E-4AC3-A8E0-88D1B61436C3},{AE62B9DB-FF93-41AB-976A-EF80F5563B64},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{77E0FE9D-2523-492A-912E-D5C8320D7E05},0.26778478902,0.00211561329
18,AFRO,SL,KABONDE,PANGA KABONDE,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004007003000,SL001003004007000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.60800761000,7.53765946000,Kabonde,Panga Kabonde,Pujehun,Southern,{10754024-C750-4566-B33C-4CE18E49AC77},{68690C5D-242F-4130-8DCB-8F40620A052A},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{1506AE74-3D24-4A61-A142-511C159A1A28},0.24940688752,0.00344499178
19,AFRO,SL,FIKIE,BUM,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002003001000,SL001003002003000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.95403058000,7.41580052000,Fikie,Bum,Bonthe,Southern,{1F131FAF-E239-4584-A31F-E61EB9105822},{2D6C4A7A-A443-4F43-95A7-DA01DDD307C1},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{D1620E0C-5998-4656-BB23-74E822078D34},0.21713089840,0.00191468479
20,AFRO,SL,TONGOWA,KOMBOYA,BO,SOUTHERN,SIERRA LEONE,SL001003001010005000,SL001003001010000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.53805678000,8.26259927000,Tongowa,Komboya,Bo,Southern,{DEACC15A-19FE-444E-9507-77A2998AC5D7},{41CF3B89-932E-4041-B6AB-428826B70124},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{E9C24DF3-7C65-497C-97D3-0F2715205C6B},0.28131463113,0.00336763681
21,AFRO,SL,VANJELU,VALUNIA,BO,SOUTHERN,SIERRA LEONE,SL001003001015006000,SL001003001015000000,SL001003001000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.70517954000,8.18840703000,Vanjelu,Valunia,Bo,Southern,{F4273D31-724A-4898-8102-5110CE2ACDB3},{241DAC84-A673-4B45-84E1-B1418A7D6AD8},{45071FD5-F095-4741-8825-907185AA34AB},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{97E0C093-A41A-437D-BA2B-7A7BA6302A43},0.21697299693,0.00266282990
22,AFRO,SL,DAKONA,BARRI,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004001001000,SL001003004001000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.37629114000,7.41188913000,Dakona,Barri,Pujehun,Southern,{230AD697-F959-40AA-8CBC-B4056298FD6F},{7AEFC284-C274-4832-A520-F8B07353F6CC},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{009865B2-2257-41DA-9510-43107DD3EEEB},0.31041743102,0.00471068879
23,AFRO,SL,GBENGAIN,BUM,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002003002000,SL001003002003000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.90004161000,7.40014475000,Gbengain,Bum,Bonthe,Southern,{85835A7F-76E0-4824-85A8-C67780E7B5F1},{2D6C4A7A-A443-4F43-95A7-DA01DDD307C1},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{E22704DB-0791-40C3-A31D-0E760327829A},0.26173102449,0.00239760115
24,AFRO,SL,KONDOGBE,PANGA KABONDE,PUJEHUN,SOUTHERN,SIERRA LEONE,SL001003004007004000,SL001003004007000000,SL001003004000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.72997168000,7.45900434000,Kondogbe,Panga Kabonde,Pujehun,Southern,{858D0742-CA86-41F3-98BB-7C4D7CE6ACA2},{68690C5D-242F-4130-8DCB-8F40620A052A},{5897C1E2-657A-4ABE-A2D0-D58CA9BED62F},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{3DF2C056-697A-408A-8F83-8A6CABD860A3},0.28520889664,0.00291219553
25,AFRO,SL,PETIFU BANA,BUYA ROMENDE,PORT LOKO,NORTHERN,SIERRA LEONE,SL001002004002008000,SL001002004002000000,SL001002004000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-12.53650960000,8.72796246000,Petifu Bana,Buya Romende,Port Loko,Northern,{80476647-75BC-40E2-A2D9-08B5469077C5},{04FB5EB2-E4FC-4188-8C03-93197210E14C},{A28758B8-26B3-4838-9C28-37F59EAE608F},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{5EA2A7E3-1BC2-4BFD-8CD3-C3537E6169F5},0.18903937802,0.00203813599
26,AFRO,SL,GBONDUBUM,BUM,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002003003000,SL001003002003000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.93900725000,7.44591402000,Gbondubum,Bum,Bonthe,Southern,{DBE57A39-BB01-4258-97AB-9AD5B53B1C25},{2D6C4A7A-A443-4F43-95A7-DA01DDD307C1},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{82A38E95-4187-49FD-B2FF-B7A7432B15F9},0.22015865887,0.00186578224
27,AFRO,SL,DURAMANIA,BRAMAIA,KAMBIA,NORTHERN,SIERRA LEONE,SL001002002001004000,SL001002002001000000,SL001002002000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-12.59677713000,9.43628046000,Duramania,Bramaia,Kambia,Northern,{767750B6-FDC9-49E7-BBB7-54441E4092F3},{78F6ABE2-9778-47D1-8F22-4341002E80A1},{16FAC340-B054-43D4-9089-E51664302A43},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{3453FEE9-3045-491B-9307-F1987CB6EDC1},0.20129483396,0.00227519891
28,AFRO,SL,SENJEHUN,KPANDA KEMO,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002007004000,SL001003002007000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-12.03231444000,7.53606308000,Senjehun,Kpanda Kemo,Bonthe,Southern,{AA677208-9FC5-4A5A-9A69-E6820BE8A421},{606DCF93-9080-4324-9188-7310AC743458},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{322307E5-B536-4CB6-9178-9D65DF7D3F31},0.24749719010,0.00205928956
29,AFRO,SL,SEWAMA,KPANDA KEMO,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002007005000,SL001003002007000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-12.03923169000,7.62481839000,Sewama,Kpanda Kemo,Bonthe,Southern,{15BEEF3B-C43A-4A4E-9328-C14FAED4009B},{606DCF93-9080-4324-9188-7310AC743458},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{80859714-CA34-495B-8CBF-88922A5EA728},0.19070465338,0.00154497746
30,AFRO,SL,TAOKUNOR,KPANDA KEMO,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002007006000,SL001003002007000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-12.03898879000,7.57524900000,Taokunor,Kpanda Kemo,Bonthe,Southern,{082ABD86-FBB7-42F1-AC2A-C23118B16C43},{606DCF93-9080-4324-9188-7310AC743458},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{66AE9749-DA6A-41A3-B357-B9D74D23F083},0.19232228010,0.00192781970
31,AFRO,SL,KWAKO LANTEN,KWAMEBAI KRIM,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002008002000,SL001003002008000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.99043367000,7.31686655000,Kwako Lanten,Kwamebai Krim,Bonthe,Southern,{48E85616-2754-48AE-8B25-7F7134F3AF3F},{E582D402-EC4F-4772-BC2A-A58903831FDF},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{FDD07B93-A7EB-4D6A-A80C-94AF332C46AF},0.15141664913,0.00125854505
32,AFRO,SL,MOSENTEN SAHEN II,KWAMEBAI KRIM,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002008004000,SL001003002008000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-12.02071048000,7.31098513000,Mosenten Sahen,Kwamebai Krim,Bonthe,Southern,{5562D5AB-5D42-4151-8E63-C639167F9E83},{E582D402-EC4F-4772-BC2A-A58903831FDF},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},ADM4_VIZ_NAME: Removed Duplicate Number,{4414D474-8193-48DD-8AD4-97796CB47B39},0.29917482785,0.00320270598
33,AFRO,SL,TUBLA,KWAMEBAI KRIM,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002008005000,SL001003002008000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-11.93760258000,7.30939800000,Tubla,Kwamebai Krim,Bonthe,Southern,{C6F82E50-30F0-4049-9CEC-3A9B2AEB2E9A},{E582D402-EC4F-4772-BC2A-A58903831FDF},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{4D23DB4A-B527-49B9-A613-D9CD75D08B4A},0.27573930036,0.00378233471
34,AFRO,SL,GBANGBASSA,NONGOBA BULLOM,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002009005000,SL001003002009000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-12.16239542000,7.35883513000,Gbangbassa,Nongoba Bullom,Bonthe,Southern,{25C95E99-42D9-4BD5-85AF-810AF2687BE3},{60261751-AB42-4814-8EBC-C31A0CCFF521},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{61AFB571-CE6F-499A-A337-C87D474E5643},0.32214902905,0.00315310821
35,AFRO,SL,GBAP,NONGOBA BULLOM,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002009006000,SL001003002009000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-12.24962750000,7.38808852000,Gbap,Nongoba Bullom,Bonthe,Southern,{87E3A215-ED05-4761-A032-F6FE7476DC5E},{60261751-AB42-4814-8EBC-C31A0CCFF521},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{33C65B6D-1E3D-438E-83B8-240491E02D81},0.16221185160,0.00152787216
36,AFRO,SL,HAHUN,NONGOBA BULLOM,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002009007000,SL001003002009000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-12.11411266000,7.34918965000,Hahun,Nongoba Bullom,Bonthe,Southern,{1C875AD6-04F5-4F31-B612-11B3E921A72F},{60261751-AB42-4814-8EBC-C31A0CCFF521},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{1CD29F30-0E5C-41BC-8EDD-F6104D06EA2A},0.27363173658,0.00253714069
37,AFRO,SL,MANYIME,NONGOBA BULLOM,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002009009000,SL001003002009000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,4,Member state,694,WCARO,-12.20733100000,7.40198640000,Manyime,Nongoba Bullom,Bonthe,Southern,{F6DE3AAB-1C21-478F-81EE-D264D4F0C2EB},{60261751-AB42-4814-8EBC-C31A0CCFF521},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{5ECFE1B7-3A10-434A-9762-52661A81DDE2},0.23144692336,0.00252218774
