iso3,ADM0_NAME,year,NAME.who_adm1,NAME.who,NAME.shpfile,who_coverage,merge_status,field_name,location_code,shapefile
AGO,Angola,2017,bengo,ambriz,NA,67,NA,NA,NA,NA
AGO,Angola,2017,bengo,bulaatumba,NA,150,NA,NA,NA,NA
AGO,Angola,2017,bengo,dande,NA,79,NA,NA,NA,NA
AGO,Angola,2017,bengo,dembosquibaxe,NA,66,NA,NA,NA,NA
AGO,Angola,2017,bengo,nambuangongo,NA,45,NA,NA,NA,NA
AGO,Angola,2017,bengo,pangoaluquem,NA,102,NA,NA,NA,NA
AGO,Angola,2017,benguela,baiafarta,NA,101,NA,NA,NA,NA
AGO,Angola,2017,benguela,balombo,NA,73,NA,NA,NA,NA
AGO,Angola,2017,benguela,benguela,NA,72,NA,NA,NA,NA
AGO,Angola,2017,benguela,bocoio,NA,95,NA,NA,NA,NA
AGO,Angola,2017,benguela,caimbambo,NA,56,NA,NA,NA,NA
AGO,Angola,2017,benguela,catumbela,NA,117,NA,NA,NA,NA
AGO,Angola,2017,benguela,chongoroi,NA,102,NA,NA,NA,NA
AGO,Angola,2017,benguela,cubal,NA,71,NA,NA,NA,NA
AGO,Angola,2017,benguela,ganda,NA,94,NA,NA,NA,NA
AGO,Angola,2017,benguela,lobito,NA,78,NA,NA,NA,NA
AGO,Angola,2017,bie,andulo,NA,82,NA,NA,NA,NA
AGO,Angola,2017,bie,camacupa,NA,56,NA,NA,NA,NA
AGO,Angola,2017,bie,catabola,NA,75,NA,NA,NA,NA
AGO,Angola,2017,bie,chinguar,NA,72,NA,NA,NA,NA
AGO,Angola,2017,bie,chitembo,NA,65,NA,NA,NA,NA
AGO,Angola,2017,bie,cuemba,NA,24,NA,NA,NA,NA
AGO,Angola,2017,bie,cuito,NA,79,NA,NA,NA,NA
AGO,Angola,2017,bie,cunhinga,NA,89,NA,NA,NA,NA
AGO,Angola,2017,bie,nharea,NA,84,NA,NA,NA,NA
AGO,Angola,2017,cabinda,belize,NA,92,NA,NA,NA,NA
AGO,Angola,2017,cabinda,bucozau,NA,78,NA,NA,NA,NA
AGO,Angola,2017,cabinda,cabinda,NA,69,NA,NA,NA,NA
AGO,Angola,2017,cabinda,cacongo,NA,90,NA,NA,NA,NA
AGO,Angola,2017,cuandocubango,calai,NA,79,NA,NA,NA,NA
AGO,Angola,2017,cuandocubango,cuangar,NA,37,NA,NA,NA,NA
AGO,Angola,2017,cuandocubango,cuchi,NA,54,NA,NA,NA,NA
AGO,Angola,2017,cuandocubango,cuitocuanavale,NA,55,NA,NA,NA,NA
AGO,Angola,2017,cuandocubango,dirico,NA,21,NA,NA,NA,NA
AGO,Angola,2017,cuandocubango,mavinga,NA,31,NA,NA,NA,NA
AGO,Angola,2017,cuandocubango,menongue,NA,29,NA,NA,NA,NA
AGO,Angola,2017,cuandocubango,nancova,NA,370,NA,NA,NA,NA
AGO,Angola,2017,cuandocubango,rivungo,NA,0,NA,NA,NA,NA
AGO,Angola,2017,cuanzanorte,ambaca,NA,32,NA,NA,NA,NA
AGO,Angola,2017,cuanzanorte,banga,NA,92,NA,NA,NA,NA
AGO,Angola,2017,cuanzanorte,bolongongo,NA,115,NA,NA,NA,NA
AGO,Angola,2017,cuanzanorte,cambambe,NA,58,NA,NA,NA,NA
AGO,Angola,2017,cuanzanorte,cazengo,NA,83,NA,NA,NA,NA
AGO,Angola,2017,cuanzanorte,golungoalto,NA,47,NA,NA,NA,NA
AGO,Angola,2017,cuanzanorte,gonguembo,NA,31,NA,NA,NA,NA
AGO,Angola,2017,cuanzanorte,lucala,NA,127,NA,NA,NA,NA
AGO,Angola,2017,cuanzanorte,quiculungo,NA,65,NA,NA,NA,NA
AGO,Angola,2017,cuanzanorte,sambacaju,NA,67,NA,NA,NA,NA
AGO,Angola,2017,cuanzasul,amboim,NA,83,NA,NA,NA,NA
AGO,Angola,2017,cuanzasul,cassongue,NA,109,NA,NA,NA,NA
AGO,Angola,2017,cuanzasul,cela,NA,47,NA,NA,NA,NA
AGO,Angola,2017,cuanzasul,conda,NA,85,NA,NA,NA,NA
AGO,Angola,2017,cuanzasul,ebo,NA,64,NA,NA,NA,NA
AGO,Angola,2017,cuanzasul,libolo,NA,58,NA,NA,NA,NA
AGO,Angola,2017,cuanzasul,mussende,NA,99,NA,NA,NA,NA
AGO,Angola,2017,cuanzasul,portoamboim,NA,88,NA,NA,NA,NA
AGO,Angola,2017,cuanzasul,quibala,NA,53,NA,NA,NA,NA
AGO,Angola,2017,cuanzasul,quilenda,NA,40,NA,NA,NA,NA
AGO,Angola,2017,cuanzasul,seles,NA,85,NA,NA,NA,NA
AGO,Angola,2017,cuanzasul,sumbe,NA,61,NA,NA,NA,NA
AGO,Angola,2017,cunene,cahama,NA,99,NA,NA,NA,NA
AGO,Angola,2017,cunene,cuanhama,NA,47,NA,NA,NA,NA
AGO,Angola,2017,cunene,curoca,NA,21,NA,NA,NA,NA
AGO,Angola,2017,cunene,cuvelai,NA,92,NA,NA,NA,NA
AGO,Angola,2017,cunene,namacunde,NA,34,NA,NA,NA,NA
AGO,Angola,2017,cunene,ombadja,NA,59,NA,NA,NA,NA
AGO,Angola,2017,huambo,bailundo,NA,68,NA,NA,NA,NA
AGO,Angola,2017,huambo,caala,NA,110,NA,NA,NA,NA
AGO,Angola,2017,huambo,catchiungo,NA,97,NA,NA,NA,NA
AGO,Angola,2017,huambo,ecunha,NA,100,NA,NA,NA,NA
AGO,Angola,2017,huambo,huambo,NA,114,NA,NA,NA,NA
AGO,Angola,2017,huambo,londuimbale,NA,123,NA,NA,NA,NA
AGO,Angola,2017,huambo,longonjo,NA,186,NA,NA,NA,NA
AGO,Angola,2017,huambo,mungo,NA,70,NA,NA,NA,NA
AGO,Angola,2017,huambo,tchikalatcholohang,NA,67,NA,NA,NA,NA
AGO,Angola,2017,huambo,tchinjenje,NA,86,NA,NA,NA,NA
AGO,Angola,2017,huambo,ukuma,NA,113,NA,NA,NA,NA
AGO,Angola,2017,huila,caconda,NA,85,NA,NA,NA,NA
AGO,Angola,2017,huila,cacula,NA,132,NA,NA,NA,NA
AGO,Angola,2017,huila,caluquembe,NA,87,NA,NA,NA,NA
AGO,Angola,2017,huila,chibia,NA,92,NA,NA,NA,NA
AGO,Angola,2017,huila,chicomba,NA,87,NA,NA,NA,NA
AGO,Angola,2017,huila,chipindo,NA,96,NA,NA,NA,NA
AGO,Angola,2017,huila,cuvango,NA,91,NA,NA,NA,NA
AGO,Angola,2017,huila,gambos,NA,102,NA,NA,NA,NA
AGO,Angola,2017,huila,humpata,NA,89,NA,NA,NA,NA
AGO,Angola,2017,huila,jamba,NA,94,NA,NA,NA,NA
AGO,Angola,2017,huila,lubango,NA,79,NA,NA,NA,NA
AGO,Angola,2017,huila,matala,NA,63,NA,NA,NA,NA
AGO,Angola,2017,huila,quilengues,NA,110,NA,NA,NA,NA
AGO,Angola,2017,huila,quipungo,NA,91,NA,NA,NA,NA
AGO,Angola,2017,luanda,belas,NA,51,NA,NA,NA,NA
AGO,Angola,2017,luanda,cacuaco,NA,50,NA,NA,NA,NA
AGO,Angola,2017,luanda,cazenga,NA,61,NA,NA,NA,NA
AGO,Angola,2017,luanda,icoloebengo,NA,60,NA,NA,NA,NA
AGO,Angola,2017,luanda,ingombota,NA,109,NA,NA,NA,NA
AGO,Angola,2017,luanda,kilambakiaxi,NA,67,NA,NA,NA,NA
AGO,Angola,2017,luanda,maianga,NA,84,NA,NA,NA,NA
AGO,Angola,2017,luanda,quissama,NA,45,NA,NA,NA,NA
AGO,Angola,2017,luanda,rangel,NA,136,NA,NA,NA,NA
AGO,Angola,2017,luanda,samba,NA,136,NA,NA,NA,NA
AGO,Angola,2017,luanda,sambizanga,NA,39,NA,NA,NA,NA
AGO,Angola,2017,luanda,viana,NA,70,NA,NA,NA,NA
AGO,Angola,2017,lundanorte,cambulo,NA,67,NA,NA,NA,NA
AGO,Angola,2017,lundanorte,capendacamulemba,NA,91,NA,NA,NA,NA
AGO,Angola,2017,lundanorte,caungula,NA,47,NA,NA,NA,NA
AGO,Angola,2017,lundanorte,chitato,NA,85,NA,NA,NA,NA
AGO,Angola,2017,lundanorte,cuango,NA,74,NA,NA,NA,NA
AGO,Angola,2017,lundanorte,cuilo,NA,21,NA,NA,NA,NA
AGO,Angola,2017,lundanorte,lubalo,NA,80,NA,NA,NA,NA
AGO,Angola,2017,lundanorte,lucapa,NA,111,NA,NA,NA,NA
AGO,Angola,2017,lundanorte,xamuteba,NA,99,NA,NA,NA,NA
AGO,Angola,2017,lundasul,cacolo,NA,78,NA,NA,NA,NA
AGO,Angola,2017,lundasul,dala,NA,69,NA,NA,NA,NA
AGO,Angola,2017,lundasul,muconda,NA,87,NA,NA,NA,NA
AGO,Angola,2017,lundasul,saurimo,NA,84,NA,NA,NA,NA
AGO,Angola,2017,malanje,caculamamucari,NA,72,NA,NA,NA,NA
AGO,Angola,2017,malanje,cacuso,NA,70,NA,NA,NA,NA
AGO,Angola,2017,malanje,cahombo,NA,68,NA,NA,NA,NA
AGO,Angola,2017,malanje,calandula,NA,158,NA,NA,NA,NA
AGO,Angola,2017,malanje,cambundicatembo,NA,124,NA,NA,NA,NA
AGO,Angola,2017,malanje,cangandala,NA,74,NA,NA,NA,NA
AGO,Angola,2017,malanje,cundadiabaze,NA,3,NA,NA,NA,NA
AGO,Angola,2017,malanje,kiuabanzoji,NA,51,NA,NA,NA,NA
AGO,Angola,2017,malanje,luquembo,NA,61,NA,NA,NA,NA
AGO,Angola,2017,malanje,malanje,NA,107,NA,NA,NA,NA
AGO,Angola,2017,malanje,marimba,NA,60,NA,NA,NA,NA
AGO,Angola,2017,malanje,massango,NA,46,NA,NA,NA,NA
AGO,Angola,2017,malanje,quela,NA,26,NA,NA,NA,NA
AGO,Angola,2017,malanje,quirima,NA,50,NA,NA,NA,NA
AGO,Angola,2017,moxico,altozambeze,NA,472,NA,NA,NA,NA
AGO,Angola,2017,moxico,camanongue,NA,121,NA,NA,NA,NA
AGO,Angola,2017,moxico,leua,NA,216,NA,NA,NA,NA
AGO,Angola,2017,moxico,luacano,NA,250,NA,NA,NA,NA
AGO,Angola,2017,moxico,luau,NA,65,NA,NA,NA,NA
AGO,Angola,2017,moxico,luchazes,NA,33,NA,NA,NA,NA
AGO,Angola,2017,moxico,lumbalanguimbo,NA,241,NA,NA,NA,NA
AGO,Angola,2017,moxico,lumejecameia,NA,250,NA,NA,NA,NA
AGO,Angola,2017,moxico,moxicoluena,NA,111,NA,NA,NA,NA
AGO,Angola,2017,namibe,bibala,NA,71,NA,NA,NA,NA
AGO,Angola,2017,namibe,camucuio,NA,50,NA,NA,NA,NA
AGO,Angola,2017,namibe,namibe,NA,48,NA,NA,NA,NA
AGO,Angola,2017,namibe,tombua,NA,85,NA,NA,NA,NA
AGO,Angola,2017,namibe,virei,NA,20,NA,NA,NA,NA
AGO,Angola,2017,uige,ambuila,NA,99,NA,NA,NA,NA
AGO,Angola,2017,uige,bembe,NA,83,NA,NA,NA,NA
AGO,Angola,2017,uige,buengas,NA,53,NA,NA,NA,NA
AGO,Angola,2017,uige,bungo,NA,94,NA,NA,NA,NA
AGO,Angola,2017,uige,cangola,NA,82,NA,NA,NA,NA
AGO,Angola,2017,uige,damba,NA,120,NA,NA,NA,NA
AGO,Angola,2017,uige,maqueladozombo,NA,60,NA,NA,NA,NA
AGO,Angola,2017,uige,milunga,NA,88,NA,NA,NA,NA
AGO,Angola,2017,uige,mucaba,NA,84,NA,NA,NA,NA
AGO,Angola,2017,uige,negage,NA,114,NA,NA,NA,NA
AGO,Angola,2017,uige,puri,NA,101,NA,NA,NA,NA
AGO,Angola,2017,uige,quimbele,NA,89,NA,NA,NA,NA
AGO,Angola,2017,uige,quitexe,NA,93,NA,NA,NA,NA
AGO,Angola,2017,uige,sanzapombo,NA,68,NA,NA,NA,NA
AGO,Angola,2017,uige,songo,NA,124,NA,NA,NA,NA
AGO,Angola,2017,uige,uige,NA,86,NA,NA,NA,NA
AGO,Angola,2017,zaire,cuimba,NA,40,NA,NA,NA,NA
AGO,Angola,2017,zaire,mbanzacongo,NA,44,NA,NA,NA,NA
AGO,Angola,2017,zaire,noqui,NA,85,NA,NA,NA,NA
AGO,Angola,2017,zaire,nzeto,NA,67,NA,NA,NA,NA
AGO,Angola,2017,zaire,soyo,NA,45,NA,NA,NA,NA
AGO,Angola,2017,zaire,tomboco,NA,53,NA,NA,NA,NA
BDI,Burundi,2017,bubanza,bubanza,NA,91.86420102,NA,NA,NA,NA
BDI,Burundi,2017,bubanza,mpanda,NA,128.8595725,NA,NA,NA,NA
BDI,Burundi,2017,bujumburamairie,zonecentre,NA,71.4500901,NA,NA,NA,NA
BDI,Burundi,2017,bujumburamairie,zonenord,NA,109.6721466,NA,NA,NA,NA
BDI,Burundi,2017,bujumburamairie,zonesud,NA,98.46198187,NA,NA,NA,NA
BDI,Burundi,2017,bujumburarural,kabezi,NA,76.49842482,NA,NA,NA,NA
BDI,Burundi,2017,bujumburarural,rwibaga,NA,66.97786198,NA,NA,NA,NA
BDI,Burundi,2017,bujumburarural,isale,NA,94.16030775,NA,NA,NA,NA
BDI,Burundi,2017,bururi,bururi,NA,76.30562097,NA,NA,NA,NA
BDI,Burundi,2017,bururi,matana,NA,62.46907688,NA,NA,NA,NA
BDI,Burundi,2017,cankuzo,cankuzo,NA,94.96440096,NA,NA,NA,NA
BDI,Burundi,2017,cankuzo,murore,NA,124.3589169,NA,NA,NA,NA
BDI,Burundi,2017,cibitoke,cibitoke,NA,104.0198762,NA,NA,NA,NA
BDI,Burundi,2017,cibitoke,mabayi,NA,104.4133507,NA,NA,NA,NA
BDI,Burundi,2017,gitega,gitega,NA,97.23977302,NA,NA,NA,NA
BDI,Burundi,2017,gitega,kibuye,NA,85.88981204,NA,NA,NA,NA
BDI,Burundi,2017,gitega,mutaho,NA,86.93142257,NA,NA,NA,NA
BDI,Burundi,2017,gitega,ryansoro,NA,77.64230693,NA,NA,NA,NA
BDI,Burundi,2017,karuzi,buhiga,NA,91.88074626,NA,NA,NA,NA
BDI,Burundi,2017,karuzi,nyabikere,NA,95.79488069,NA,NA,NA,NA
BDI,Burundi,2017,kayanza,gahombo,NA,69.79556182,NA,NA,NA,NA
BDI,Burundi,2017,kayanza,kayanza,NA,85.9865516,NA,NA,NA,NA
BDI,Burundi,2017,kayanza,musema,NA,68.30234516,NA,NA,NA,NA
BDI,Burundi,2017,kirundo,busoni,NA,80.16860027,NA,NA,NA,NA
BDI,Burundi,2017,kirundo,kirundo,NA,86.38611769,NA,NA,NA,NA
BDI,Burundi,2017,kirundo,mukenke,NA,99.522349,NA,NA,NA,NA
BDI,Burundi,2017,kirundo,vumbi,NA,98.02907936,NA,NA,NA,NA
BDI,Burundi,2017,makamba,makamba,NA,93.78442408,NA,NA,NA,NA
BDI,Burundi,2017,makamba,nyanzalac,NA,100.9610312,NA,NA,NA,NA
BDI,Burundi,2017,muramvya,kiganda,NA,73.50468694,NA,NA,NA,NA
BDI,Burundi,2017,muramvya,muramvya,NA,86.14534263,NA,NA,NA,NA
BDI,Burundi,2017,muyinga,gashoho,NA,111.2656467,NA,NA,NA,NA
BDI,Burundi,2017,muyinga,giteranyi,NA,90.39277787,NA,NA,NA,NA
BDI,Burundi,2017,muyinga,muyinga,NA,114.8257176,NA,NA,NA,NA
BDI,Burundi,2017,mwaro,fota,NA,63.45915607,NA,NA,NA,NA
BDI,Burundi,2017,mwaro,kibumbu,NA,68.30335263,NA,NA,NA,NA
BDI,Burundi,2017,ngozi,buye,NA,77.16368346,NA,NA,NA,NA
BDI,Burundi,2017,ngozi,kiremba,NA,92.95484238,NA,NA,NA,NA
BDI,Burundi,2017,ngozi,ngozi,NA,84.55215568,NA,NA,NA,NA
BDI,Burundi,2017,rumonge,bugarama,NA,96.07077169,NA,NA,NA,NA
BDI,Burundi,2017,rumonge,rumonge,NA,110.2525081,NA,NA,NA,NA
BDI,Burundi,2017,rutana,gihofi,NA,121.1024575,NA,NA,NA,NA
BDI,Burundi,2017,rutana,rutana,NA,85.36364193,NA,NA,NA,NA
BDI,Burundi,2017,ruyigi,butezi,NA,81.72945673,NA,NA,NA,NA
BDI,Burundi,2017,ruyigi,kinyinya,NA,99.08515299,NA,NA,NA,NA
BDI,Burundi,2017,ruyigi,ruyigi,NA,105.1802246,NA,NA,NA,NA
BEN,Benin,2017,alibori,banikoara,NA,101.8545279,NA,NA,NA,NA
BEN,Benin,2017,alibori,gogounou,NA,92.87518949,NA,NA,NA,NA
BEN,Benin,2017,alibori,kandi,NA,95.56144419,NA,NA,NA,NA
BEN,Benin,2017,alibori,karimama,NA,107.0693512,NA,NA,NA,NA
BEN,Benin,2017,alibori,malanville,NA,100.5809859,NA,NA,NA,NA
BEN,Benin,2017,alibori,scgbana,NA,100.0666667,NA,NA,NA,NA
BEN,Benin,2017,atacora,boukoumbe,NA,117.1656687,NA,NA,NA,NA
BEN,Benin,2017,atacora,cobly,NA,139.188641,NA,NA,NA,NA
BEN,Benin,2017,atacora,kerou,NA,132.3843416,NA,NA,NA,NA
BEN,Benin,2017,atacora,kouande,NA,114.6299484,NA,NA,NA,NA
BEN,Benin,2017,atacora,materi,NA,127.0998797,NA,NA,NA,NA
BEN,Benin,2017,atacora,natitingou,NA,114.9243143,NA,NA,NA,NA
BEN,Benin,2017,atacora,pehunco,NA,120.2664797,NA,NA,NA,NA
BEN,Benin,2017,atacora,tanguieta,NA,138.8174807,NA,NA,NA,NA
BEN,Benin,2017,atacora,toucountouna,NA,120.5517241,NA,NA,NA,NA
BEN,Benin,2017,atlantique,abomeycal,NA,116.7024422,NA,NA,NA,NA
BEN,Benin,2017,atlantique,allada,NA,105.982906,NA,NA,NA,NA
BEN,Benin,2017,atlantique,kpomassc,NA,107.1905697,NA,NA,NA,NA
BEN,Benin,2017,atlantique,ouidah,NA,117.9655455,NA,NA,NA,NA
BEN,Benin,2017,atlantique,soava,NA,101.5025791,NA,NA,NA,NA
BEN,Benin,2017,atlantique,toffo,NA,101.308558,NA,NA,NA,NA
BEN,Benin,2017,atlantique,toribossito,NA,140.4059041,NA,NA,NA,NA
BEN,Benin,2017,atlantique,ze,NA,92.16807558,NA,NA,NA,NA
BEN,Benin,2017,borgou,bembereke,NA,87.9916318,NA,NA,NA,NA
BEN,Benin,2017,borgou,kalale,NA,83.72357724,NA,NA,NA,NA
BEN,Benin,2017,borgou,ndali,NA,88.85665942,NA,NA,NA,NA
BEN,Benin,2017,borgou,nikki,NA,86.25635439,NA,NA,NA,NA
BEN,Benin,2017,borgou,parakou,NA,39.08180138,NA,NA,NA,NA
BEN,Benin,2017,borgou,pcrcrc,NA,88.42544317,NA,NA,NA,NA
BEN,Benin,2017,borgou,sinende,NA,89.15843067,NA,NA,NA,NA
BEN,Benin,2017,borgou,tchaourou,NA,86.46320453,NA,NA,NA,NA
BEN,Benin,2017,collines,bante,NA,107.6859731,NA,NA,NA,NA
BEN,Benin,2017,collines,dassa,NA,111.8079244,NA,NA,NA,NA
BEN,Benin,2017,collines,glazoue,NA,110.7590447,NA,NA,NA,NA
BEN,Benin,2017,collines,ouesse,NA,118.3965196,NA,NA,NA,NA
BEN,Benin,2017,collines,savalou,NA,106.1266029,NA,NA,NA,NA
BEN,Benin,2017,collines,save,NA,115.8623017,NA,NA,NA,NA
BEN,Benin,2017,couffo,aplahoue,NA,119.9392493,NA,NA,NA,NA
BEN,Benin,2017,couffo,djakotomey,NA,120.6853081,NA,NA,NA,NA
BEN,Benin,2017,couffo,dogbo,NA,139.9851641,NA,NA,NA,NA
BEN,Benin,2017,couffo,klouekanmc,NA,113.7788034,NA,NA,NA,NA
BEN,Benin,2017,couffo,lalo,NA,115.7054901,NA,NA,NA,NA
BEN,Benin,2017,couffo,toviklin,NA,113.7073275,NA,NA,NA,NA
BEN,Benin,2017,donga,bassila,NA,103.6630037,NA,NA,NA,NA
BEN,Benin,2017,donga,copargo,NA,98.24185249,NA,NA,NA,NA
BEN,Benin,2017,donga,djougou,NA,96.67482206,NA,NA,NA,NA
BEN,Benin,2017,donga,ouake,NA,96.71210906,NA,NA,NA,NA
BEN,Benin,2017,littoral,cotonou,NA,148,NA,NA,NA,NA
BEN,Benin,2017,mono,athieme,NA,88.76889849,NA,NA,NA,NA
BEN,Benin,2017,mono,bopa,NA,96.76806084,NA,NA,NA,NA
BEN,Benin,2017,mono,comc,NA,115.5015198,NA,NA,NA,NA
BEN,Benin,2017,mono,grangpopo,NA,103.5997882,NA,NA,NA,NA
BEN,Benin,2017,mono,houeyogbe,NA,110.9580838,NA,NA,NA,NA
BEN,Benin,2017,mono,lokossa,NA,94.33304272,NA,NA,NA,NA
BEN,Benin,2017,oueme,adjarra,NA,97.66846744,NA,NA,NA,NA
BEN,Benin,2017,oueme,adjohoun,NA,97.1680765,NA,NA,NA,NA
BEN,Benin,2017,oueme,aguegues,NA,44.31323804,NA,NA,NA,NA
BEN,Benin,2017,oueme,akpromisserete,NA,88.98323536,NA,NA,NA,NA
BEN,Benin,2017,oueme,avrankou,NA,107.1830376,NA,NA,NA,NA
BEN,Benin,2017,oueme,bonou,NA,87.57026858,NA,NA,NA,NA
BEN,Benin,2017,oueme,dangbo,NA,86.69922436,NA,NA,NA,NA
BEN,Benin,2017,oueme,portonovo,NA,98.64808216,NA,NA,NA,NA
BEN,Benin,2017,oueme,scmcpodji,NA,75.03420823,NA,NA,NA,NA
BEN,Benin,2017,plateau,adjaoucrc,NA,77.87994891,NA,NA,NA,NA
BEN,Benin,2017,plateau,ifangni,NA,123.6502502,NA,NA,NA,NA
BEN,Benin,2017,plateau,ketou,NA,82.46508116,NA,NA,NA,NA
BEN,Benin,2017,plateau,pobc,NA,71.22958694,NA,NA,NA,NA
BEN,Benin,2017,plateau,sakete,NA,95.62727746,NA,NA,NA,NA
BEN,Benin,2017,zou,abomey,NA,144.0172255,NA,NA,NA,NA
BEN,Benin,2017,zou,agbangnizoun,NA,115.6885759,NA,NA,NA,NA
BEN,Benin,2017,zou,bohicon,NA,133.3388402,NA,NA,NA,NA
BEN,Benin,2017,zou,cove,NA,107.4750831,NA,NA,NA,NA
BEN,Benin,2017,zou,djidja,NA,87.59476223,NA,NA,NA,NA
BEN,Benin,2017,zou,ouinhi,NA,92.97323136,NA,NA,NA,NA
BEN,Benin,2017,zou,zagnanado,NA,109.0721649,NA,NA,NA,NA
BEN,Benin,2017,zou,zakpota,NA,114.3803419,NA,NA,NA,NA
BEN,Benin,2017,zou,zogbodome,NA,124.0610687,NA,NA,NA,NA
BFA,Burkina Faso,2017,bmouhoun,boromo,NA,94.84167518,NA,NA,NA,NA
BFA,Burkina Faso,2017,bmouhoun,dedougou,NA,100.2877257,NA,NA,NA,NA
BFA,Burkina Faso,2017,bmouhoun,nouna,NA,110.1459903,NA,NA,NA,NA
BFA,Burkina Faso,2017,bmouhoun,solenzo,NA,94.57827238,NA,NA,NA,NA
BFA,Burkina Faso,2017,bmouhoun,toma,NA,105.9621523,NA,NA,NA,NA
BFA,Burkina Faso,2017,bmouhoun,tougan,NA,104.7354949,NA,NA,NA,NA
BFA,Burkina Faso,2017,cascades,banfora,NA,113.7711415,NA,NA,NA,NA
BFA,Burkina Faso,2017,cascades,mangodara,NA,144.8129622,NA,NA,NA,NA
BFA,Burkina Faso,2017,cascades,sindou,NA,118.3050319,NA,NA,NA,NA
BFA,Burkina Faso,2017,centre,baskuy,NA,98.62547825,NA,NA,NA,NA
BFA,Burkina Faso,2017,centre,bogodogo,NA,116.7639015,NA,NA,NA,NA
BFA,Burkina Faso,2017,centre,boulmiougou,NA,97.75072585,NA,NA,NA,NA
BFA,Burkina Faso,2017,centre,nongrmassom,NA,122.0518135,NA,NA,NA,NA
BFA,Burkina Faso,2017,centre,signoghin,NA,135.0371835,NA,NA,NA,NA
BFA,Burkina Faso,2017,centreest,bittou,NA,101.733013,NA,NA,NA,NA
BFA,Burkina Faso,2017,centreest,garango,NA,91.84596712,NA,NA,NA,NA
BFA,Burkina Faso,2017,centreest,koupela,NA,95.98269468,NA,NA,NA,NA
BFA,Burkina Faso,2017,centreest,ouargaye,NA,93.32981809,NA,NA,NA,NA
BFA,Burkina Faso,2017,centreest,pouytenga,NA,54.91891892,NA,NA,NA,NA
BFA,Burkina Faso,2017,centreest,tenkodogo,NA,94.97829519,NA,NA,NA,NA
BFA,Burkina Faso,2017,centreest,zabre,NA,119.7545008,NA,NA,NA,NA
BFA,Burkina Faso,2017,centrenord,barsalgho,NA,110.852459,NA,NA,NA,NA
BFA,Burkina Faso,2017,centrenord,boulsa,NA,123.5659096,NA,NA,NA,NA
BFA,Burkina Faso,2017,centrenord,boussouma,NA,105.1835158,NA,NA,NA,NA
BFA,Burkina Faso,2017,centrenord,kaya,NA,103.0616645,NA,NA,NA,NA
BFA,Burkina Faso,2017,centrenord,kongoussi,NA,107.9892728,NA,NA,NA,NA
BFA,Burkina Faso,2017,centrenord,tougouri,NA,114.370468,NA,NA,NA,NA
BFA,Burkina Faso,2017,centreouest,koudougou,NA,99.40785578,NA,NA,NA,NA
BFA,Burkina Faso,2017,centreouest,leo,NA,110.4001365,NA,NA,NA,NA
BFA,Burkina Faso,2017,centreouest,nanoro,NA,109.6633144,NA,NA,NA,NA
BFA,Burkina Faso,2017,centreouest,reo,NA,108.5981769,NA,NA,NA,NA
BFA,Burkina Faso,2017,centreouest,sabou,NA,96.4846981,NA,NA,NA,NA
BFA,Burkina Faso,2017,centreouest,sapouy,NA,108.1984792,NA,NA,NA,NA
BFA,Burkina Faso,2017,centreouest,tenado,NA,107.811069,NA,NA,NA,NA
BFA,Burkina Faso,2017,centresud,kombissiri,NA,96.57390229,NA,NA,NA,NA
BFA,Burkina Faso,2017,centresud,manga,NA,88.98407885,NA,NA,NA,NA
BFA,Burkina Faso,2017,centresud,po,NA,102.7406805,NA,NA,NA,NA
BFA,Burkina Faso,2017,centresud,sapone,NA,88.34476004,NA,NA,NA,NA
BFA,Burkina Faso,2017,est,bogande,NA,96.11812336,NA,NA,NA,NA
BFA,Burkina Faso,2017,est,diapaga,NA,98.15000914,NA,NA,NA,NA
BFA,Burkina Faso,2017,est,fadangourma,NA,116.8484216,NA,NA,NA,NA
BFA,Burkina Faso,2017,est,gayeri,NA,122.3151492,NA,NA,NA,NA
BFA,Burkina Faso,2017,est,manni,NA,117.3928743,NA,NA,NA,NA
BFA,Burkina Faso,2017,est,pama,NA,103.5178671,NA,NA,NA,NA
BFA,Burkina Faso,2017,hbassins,dafra,NA,111.6483947,NA,NA,NA,NA
BFA,Burkina Faso,2017,hbassins,dande,NA,99.71955853,NA,NA,NA,NA
BFA,Burkina Faso,2017,hbassins,do,NA,125.7101365,NA,NA,NA,NA
BFA,Burkina Faso,2017,hbassins,hounde,NA,119.5034483,NA,NA,NA,NA
BFA,Burkina Faso,2017,hbassins,karangassovigue,NA,145.925398,NA,NA,NA,NA
BFA,Burkina Faso,2017,hbassins,lena,NA,104.2698242,NA,NA,NA,NA
BFA,Burkina Faso,2017,hbassins,ndorola,NA,107.9837368,NA,NA,NA,NA
BFA,Burkina Faso,2017,hbassins,orodara,NA,124.291939,NA,NA,NA,NA
BFA,Burkina Faso,2017,nord,gourcy,NA,99.56417972,NA,NA,NA,NA
BFA,Burkina Faso,2017,nord,ouahigouya,NA,107.015847,NA,NA,NA,NA
BFA,Burkina Faso,2017,nord,seguenega,NA,107.5358388,NA,NA,NA,NA
BFA,Burkina Faso,2017,nord,thiou,NA,116.9370795,NA,NA,NA,NA
BFA,Burkina Faso,2017,nord,titao,NA,109.6050707,NA,NA,NA,NA
BFA,Burkina Faso,2017,nord,yako,NA,102.4676916,NA,NA,NA,NA
